As of Date,Facility PFI,Facility Name,DOH Region,Facility County,Facility Network,NY Forward Region,Total Staffed Acute Care Beds,Total Staffed Acute Care Beds Occupied,Total Staffed Acute Care Beds Available,Total Staffed ICU Beds,Total Staffed ICU Beds Currently Occupied,Total Staffed ICU Beds Currently Available
10/12/2025,001072,MONTEFIORE: NEW ROCHELLE HOSPITAL (1072),METROPOLITAN AREA REGIONAL OFFICE - NEW ROCHELLE,WESTCHESTER,MONTEFIORE HEALTH SYSTEM,MID-HUDSON,156,87,69,12,9,3
10/12/2025,000776,MONTEFIORE: NYACK (0776),METROPOLITAN AREA REGIONAL OFFICE - NEW ROCHELLE,ROCKLAND,MONTEFIORE HEALTH SYSTEM,MID-HUDSON,268,171,97,17,10,7
10/12/2025,001456,MOUNT SINAI HOSPITAL (1456),METROPOLITAN AREA REGIONAL OFFICE - NEW YORK CITY,NEW YORK,MOUNT SINAI HEALTH SYSTEM,NEW YORK CITY,796,703,93,97,85,12
10/12/2025,001639,MOUNT SINAI HOSPITAL OF QUEENS (1639),METROPOLITAN AREA REGIONAL OFFICE - NEW YORK CITY,QUEENS,MOUNT SINAI HEALTH SYSTEM,NEW YORK CITY,159,133,26,8,8,0
10/12/2025,001324,MOUNT SINAI: BROOKLYN (1324),METROPOLITAN AREA REGIONAL OFFICE - NEW YORK CITY,KINGS,MOUNT SINAI HEALTH SYSTEM,NEW YORK CITY,192,158,34,16,15,1
10/12/2025,001469,MOUNT SINAI: MORNINGSIDE (1469),METROPOLITAN AREA REGIONAL OFFICE - NEW YORK CITY,NEW YORK,MOUNT SINAI HEALTH SYSTEM,NEW YORK CITY,344,279,65,46,29,17
10/12/2025,001460,MOUNT SINAI: NY EYE & EAR (1460),METROPOLITAN AREA REGIONAL OFFICE - NEW YORK CITY,NEW YORK,MOUNT SINAI HEALTH SYSTEM,NEW YORK CITY,20,0,20,0,0,0
10/12/2025,000527,MOUNT SINAI: SOUTH NASSAU (0527),METROPOLITAN AREA REGIONAL OFFICE - LONG ISLAND,NASSAU,MOUNT SINAI HEALTH SYSTEM,LONG ISLAND,553,276,277,62,0,62
10/12/2025,001466,MOUNT SINAI: WEST (1466),METROPOLITAN AREA REGIONAL OFFICE - NEW YORK CITY,NEW YORK,MOUNT SINAI HEALTH SYSTEM,NEW YORK CITY,372,297,75,31,16,15
10/12/2025,000583,MOUNT ST. MARY'S HOSPITAL (0583),WESTERN REGIONAL OFFICE - BUFFALO,NIAGARA,CATHOLIC HEALTH BUFFALO,WESTERN NEW YORK,129,89,40,8,4,4
10/12/2025,000528,NASSAU UNIVERSITY MC (0528),METROPOLITAN AREA REGIONAL OFFICE - LONG ISLAND,NASSAU,INDEPENDENT,LONG ISLAND,459,285,174,63,51,12
10/12/2025,000330,NATHAN LITTAUER HOSPITAL (0330),CAPITAL DISTRICT REGIONAL OFFICE,FULTON,INDEPENDENT,MOHAWK VALLEY,18,13,5,10,6,4
10/12/2025,001028,NEWARK-WAYNE COMMUNITY HOSPITAL (1028),WESTERN REGIONAL OFFICE - ROCHESTER,WAYNE,ROCHESTER REGIONAL HEALTH,FINGER LAKES,70,52,18,9,7,2
10/12/2025,000574,NIAGARA FALLS MEMORIAL MC (0574),WESTERN REGIONAL OFFICE - BUFFALO,NIAGARA,INDEPENDENT,WESTERN NEW YORK,175,66,109,12,3,9
10/12/2025,000393,NICHOLAS H. NOYES MEMORIAL (0393),WESTERN REGIONAL OFFICE - ROCHESTER,LIVINGSTON,UNIVERSITY OF ROCHESTER,FINGER LAKES,47,26,21,7,3,4
10/12/2025,001186,NORTH CENTRAL BRONX HOSPITAL (1186),METROPOLITAN AREA REGIONAL OFFICE - NEW YORK CITY,BRONX,NYC H+H,NEW YORK CITY,181,141,40,38,24,14
10/12/2025,000541,NORTH SHORE UNIVERSITY HOSPITAL (0541),METROPOLITAN AREA REGIONAL OFFICE - LONG ISLAND,NASSAU,NORTHWELL HEALTH,LONG ISLAND,810,655,155,93,75,18
10/12/2025,000192,NORTHERN DUTCHESS HOSPITAL (0192),METROPOLITAN AREA REGIONAL OFFICE - NEW ROCHELLE,DUTCHESS,NUVANCE HEALTH,MID-HUDSON,115,68,47,9,4,5
10/12/2025,001117,NORTHERN WESTCHESTER HOSPITAL (1117),METROPOLITAN AREA REGIONAL OFFICE - NEW ROCHELLE,WESTCHESTER,NORTHWELL HEALTH,MID-HUDSON,209,115,94,10,8,2
10/12/2025,003975,NYP: ALLEN HOSPITAL (3975),METROPOLITAN AREA REGIONAL OFFICE - NEW YORK CITY,NEW YORK,NEW YORK - PRESBYTERIAN,NEW YORK CITY,176,157,19,9,8,1
10/12/2025,001306,NYP: BROOKLYN METHODIST (1306),METROPOLITAN AREA REGIONAL OFFICE - NEW YORK CITY,KINGS,NEW YORK - PRESBYTERIAN,NEW YORK CITY,492,405,87,32,26,6
10/12/2025,001464,NYP: COLUMBIA CENTER (1464),METROPOLITAN AREA REGIONAL OFFICE - NEW YORK CITY,NEW YORK,NEW YORK - PRESBYTERIAN,NEW YORK CITY,730,619,111,111,89,22
10/12/2025,001039,NYP: HUDSON VALLEY (1039),METROPOLITAN AREA REGIONAL OFFICE - NEW ROCHELLE,WESTCHESTER,NEW YORK - PRESBYTERIAN,MID-HUDSON,123,105,18,10,8,2
10/12/2025,010139,NYP: KOCH CENTER (10139),METROPOLITAN AREA REGIONAL OFFICE - NEW YORK CITY,NEW YORK,NEW YORK - PRESBYTERIAN,NEW YORK CITY,180,77,103,0,0,0
10/12/2025,001437,NYP: LOWER MANHATTAN (1437),METROPOLITAN AREA REGIONAL OFFICE - NEW YORK CITY,NEW YORK,NEW YORK - PRESBYTERIAN,NEW YORK CITY,135,90,45,19,9,10
10/12/2025,001637,NYP: QUEENS (1637),METROPOLITAN AREA REGIONAL OFFICE - NEW YORK CITY,QUEENS,NEW YORK - PRESBYTERIAN,NEW YORK CITY,483,401,82,65,47,18
10/12/2025,001458,NYP: WEILL CORNELL MC (1458),METROPOLITAN AREA REGIONAL OFFICE - NEW YORK CITY,NEW YORK,NEW YORK - PRESBYTERIAN,NEW YORK CITY,620,550,70,112,88,24
10/12/2025,001122,NYP: WESTCHESTER (1122),METROPOLITAN AREA REGIONAL OFFICE - NEW ROCHELLE,WESTCHESTER,NEW YORK - PRESBYTERIAN,MID-HUDSON,179,153,26,20,15,5
10/12/2025,001047,NYP: WESTCHESTER BHC (1047),METROPOLITAN AREA REGIONAL OFFICE - NEW ROCHELLE,WESTCHESTER,NEW YORK - PRESBYTERIAN,MID-HUDSON,179,179,0,0,0,0
10/12/2025,000885,NYU LANGONE - SUFFOLK,METROPOLITAN AREA REGIONAL OFFICE - LONG ISLAND,SUFFOLK,NYU LANGONE,LONG ISLAND,213,197,16,24,19,5
10/12/2025,001304,NYU LANGONE: BROOKLYN (1304),METROPOLITAN AREA REGIONAL OFFICE - NEW YORK CITY,KINGS,NYU LANGONE,NEW YORK CITY,386,326,60,33,30,3
10/12/2025,009753,NYU LANGONE: COBBLE HILL (9753),METROPOLITAN AREA REGIONAL OFFICE - NEW YORK CITY,KINGS,NYU LANGONE,NEW YORK CITY,0,0,0,0,0,0
10/12/2025,000511,NYU LANGONE: LONG ISLAND (0511),METROPOLITAN AREA REGIONAL OFFICE - LONG ISLAND,NASSAU,NYU LANGONE,LONG ISLAND,486,374,112,55,46,9
10/12/2025,001446,NYU LANGONE: ORTHOPEDIC HOSPITAL (1446),METROPOLITAN AREA REGIONAL OFFICE - NEW YORK CITY,NEW YORK,NYU LANGONE,NEW YORK CITY,28,12,16,0,0,0
10/12/2025,001463,NYU LANGONE: TISCH (1463),METROPOLITAN AREA REGIONAL OFFICE - NEW YORK CITY,NEW YORK,NYU LANGONE,NEW YORK CITY,614,550,64,125,112,13
10/12/2025,000165,O'CONNOR HOSPITAL (0165),CAPITAL DISTRICT REGIONAL OFFICE,DELAWARE,BASSETT HEALTHCARE,SOUTHERN TIER,13,13,0,0,0,0
10/12/2025,000208,OISHEI CHILDREN'S HOSP. (0208),WESTERN REGIONAL OFFICE - BUFFALO,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,34,17,17,0,0,0
10/12/2025,000066,OLEAN GENERAL HOSPITAL (0066),WESTERN REGIONAL OFFICE - BUFFALO,CATTARAUGUS,KALEIDA HEALTH,WESTERN NEW YORK,101,79,22,8,6,2
10/12/2025,000397,ONEIDA HEALTH HOSPITAL (0397),CENTRAL NEW YORK REGIONAL OFFICE,MADISON,INDEPENDENT,CENTRAL NEW YORK,38,26,12,4,3,1
10/12/2025,000727,OSWEGO HOSPITAL (0727),CENTRAL NEW YORK REGIONAL OFFICE,OSWEGO,INDEPENDENT,CENTRAL NEW YORK,69,40,29,8,7,1
10/12/2025,000043,OUR LADY OF LOURDES MEMORIAL (0043),CENTRAL NEW YORK REGIONAL OFFICE,BROOME,THE GUTHRIE CLINIC,SOUTHERN TIER,199,104,95,10,5,5
10/12/2025,000938,PECONIC BAY MC (0938),METROPOLITAN AREA REGIONAL OFFICE - LONG ISLAND,SUFFOLK,NORTHWELL HEALTH,LONG ISLAND,339,115,224,16,7,9
10/12/2025,001129,PHELPS HOSPITAL (1129),METROPOLITAN AREA REGIONAL OFFICE - NEW ROCHELLE,WESTCHESTER,NORTHWELL HEALTH,MID-HUDSON,168,119,49,12,8,4
10/12/2025,000552,PLAINVIEW HOSPITAL (0552),METROPOLITAN AREA REGIONAL OFFICE - LONG ISLAND,NASSAU,NORTHWELL HEALTH,LONG ISLAND,210,90,120,21,6,15
10/12/2025,000752,PUTNAM HOSPITAL (0752),METROPOLITAN AREA REGIONAL OFFICE - NEW ROCHELLE,PUTNAM,NUVANCE HEALTH,MID-HUDSON,146,55,91,10,6,4
10/12/2025,001633,QUEENS HOSPITAL CENTER (1633),METROPOLITAN AREA REGIONAL OFFICE - NEW YORK CITY,QUEENS,NYC H+H,NEW YORK CITY,244,196,48,16,8,8
10/12/2025,001738,RICHMOND UNIVERSITY MC (1738),METROPOLITAN AREA REGIONAL OFFICE - NEW YORK CITY,RICHMOND,INDEPENDENT,NEW YORK CITY,318,205,113,33,22,11
10/12/2025,000377,RIVER HOSPITAL (0377),CENTRAL NEW YORK REGIONAL OFFICE,JEFFERSON,INDEPENDENT,NORTH COUNTRY,13,4,9,0,0,0
10/12/2025,000411,ROCHESTER GENERAL HOSPITAL (0411),WESTERN REGIONAL OFFICE - ROCHESTER,MONROE,ROCHESTER REGIONAL HEALTH,FINGER LAKES,518,471,47,47,47,0
10/12/2025,000589,ROME MEMORIAL HOSPITAL (0589),CENTRAL NEW YORK REGIONAL OFFICE,ONEIDA,ST. JOSEPH'S HOSPITAL,MOHAWK VALLEY,104,48,56,10,5,5
10/12/2025,000216,ROSWELL PARK CANCER INSTITUTE (0216),WESTERN REGIONAL OFFICE - BUFFALO,ERIE,INDEPENDENT,WESTERN NEW YORK,153,130,23,14,9,5
10/12/2025,000756,SAMARITAN HOSPITAL (0756),CAPITAL DISTRICT REGIONAL OFFICE,RENSSELAER,ST. PETER'S HEALTH,CAPITAL REGION,165,83,82,30,9,21
10/12/2025,000367,SAMARITAN MC (0367),CENTRAL NEW YORK REGIONAL OFFICE,JEFFERSON,INDEPENDENT,NORTH COUNTRY,152,115,37,10,7,3
10/12/2025,000004,SAMARITAN: ALBANY MEMORIAL (0004),CAPITAL DISTRICT REGIONAL OFFICE,ALBANY,ST. PETER'S HEALTH,CAPITAL REGION,0,0,0,0,0,0
10/12/2025,000755,SAMARITAN: ST. MARY'S HOSPITAL (0755),CAPITAL DISTRICT REGIONAL OFFICE,RENSSELAER,ST. PETER'S HEALTH,CAPITAL REGION,19,18,1,0,0,0
10/12/2025,000818,SARATOGA HOSPITAL (0818),CAPITAL DISTRICT REGIONAL OFFICE,SARATOGA,ALBANY MEDICAL CENTER,CAPITAL REGION,171,126,45,19,13,6
10/12/2025,001176,SBH HEALTH SYSTEM (1176),METROPOLITAN AREA REGIONAL OFFICE - NEW YORK CITY,BRONX,SBH HEALTH,NEW YORK CITY,312,267,45,17,16,1
10/12/2025,000858,SCHUYLER HOSPITAL (0858),WESTERN REGIONAL OFFICE - ROCHESTER,SCHUYLER,CAYUGA HEALTH,SOUTHERN TIER,6,6,0,0,0,0
10/12/2025,000218,SISTERS OF CHARITY HOSPITAL (0218),WESTERN REGIONAL OFFICE - BUFFALO,ERIE,CATHOLIC HEALTH BUFFALO,WESTERN NEW YORK,187,133,54,16,8,8
10/12/2025,000292,SISTERS OF CHARITY: ST. JOSEPH (0292),WESTERN REGIONAL OFFICE - BUFFALO,ERIE,CATHOLIC HEALTH BUFFALO,WESTERN NEW YORK,83,31,52,0,0,0
10/12/2025,001124,SJRH: DOBBS FERRY PAVILION (1124),METROPOLITAN AREA REGIONAL OFFICE - NEW ROCHELLE,WESTCHESTER,ST. JOHN'S RIVERSIDE,MID-HUDSON,20,3,17,0,0,0
10/12/2025,001099,SJRH: PARK CARE PAVILION (1099),METROPOLITAN AREA REGIONAL OFFICE - NEW ROCHELLE,WESTCHESTER,RIVERSIDE HEALTH CARE,MID-HUDSON,148,121,27,0,0,0
10/12/2025,001097,SJRH: ST. JOHN'S DIVISION (1097),METROPOLITAN AREA REGIONAL OFFICE - NEW ROCHELLE,WESTCHESTER,RIVERSIDE HEALTH CARE,MID-HUDSON,199,94,105,12,6,6
10/12/2025,001158,SOLDIERS AND SAILORS MEM HOSPITAL (1158),WESTERN REGIONAL OFFICE - ROCHESTER,YATES,FINGER LAKES HEALTH,FINGER LAKES,14,9,5,0,0,0
10/12/2025,009691,SOUTH NASSAU COMMUNITY: FSED (9691),METROPOLITAN AREA REGIONAL OFFICE - LONG ISLAND,NASSAU,MOUNT SINAI HEALTH SYSTEM,LONG ISLAND,0,0,0,0,0,0
10/12/2025,000924,SOUTH SHORE UNIVERSITY HOSPITAL (0924),METROPOLITAN AREA REGIONAL OFFICE - LONG ISLAND,SUFFOLK,NORTHWELL HEALTH,LONG ISLAND,340,311,29,44,36,8
10/12/2025,000704,ST. ANTHONY COMMUNITY HOSPITAL (0704),METROPOLITAN AREA REGIONAL OFFICE - NEW ROCHELLE,ORANGE,WMC HEALTH,MID-HUDSON,68,13,55,14,3,11
10/12/2025,000943,ST. CATHERINE OF SIENA HOSPITAL (0943),METROPOLITAN AREA REGIONAL OFFICE - LONG ISLAND,SUFFOLK,"CATHOLIC HEALTH, LI",LONG ISLAND,219,149,70,23,14,9
10/12/2025,000896,ST. CHARLES HOSPITAL (0896),METROPOLITAN AREA REGIONAL OFFICE - LONG ISLAND,SUFFOLK,"CATHOLIC HEALTH, LI",LONG ISLAND,225,152,73,16,5,11
10/12/2025,000563,ST. FRANCIS HOSPITAL (0563),METROPOLITAN AREA REGIONAL OFFICE - LONG ISLAND,NASSAU,"CATHOLIC HEALTH, LI",LONG ISLAND,303,258,45,59,47,12
10/12/2025,000870,ST. JAMES HOSPITAL (0870),WESTERN REGIONAL OFFICE - ROCHESTER,STEUBEN,UNIVERSITY OF ROCHESTER,SOUTHERN TIER,14,12,2,0,0,0
10/12/2025,001635,ST. JOHN'S EPISCOPAL: SOUTH SHORE (1635),METROPOLITAN AREA REGIONAL OFFICE - NEW YORK CITY,QUEENS,INDEPENDENT,NEW YORK CITY,227,157,70,16,15,1
10/12/2025,000551,ST. JOSEPH HOSPITAL (0551),METROPOLITAN AREA REGIONAL OFFICE - LONG ISLAND,NASSAU,"CATHOLIC HEALTH, LI",LONG ISLAND,107,79,28,12,8,4
10/12/2025,000118,ST. JOSEPH'S HOSPITAL (0118),WESTERN REGIONAL OFFICE - ROCHESTER,CHEMUNG,ARNOT HEALTH,SOUTHERN TIER,46,24,22,0,0,0
10/12/2025,000630,ST. JOSEPH'S HOSPITAL HEALTH CTR. (0630),CENTRAL NEW YORK REGIONAL OFFICE,ONONDAGA,TRINITY HEALTH,CENTRAL NEW YORK,575,249,326,44,23,21
10/12/2025,001098,ST. JOSEPH'S MC (1098),METROPOLITAN AREA REGIONAL OFFICE - NEW ROCHELLE,WESTCHESTER,ST. JOSEPH'S MC,MID-HUDSON,97,91,6,6,5,1
10/12/2025,001133,ST. JOSEPH'S MC: ST. VINCENT'S (1133),METROPOLITAN AREA REGIONAL OFFICE - NEW ROCHELLE,WESTCHESTER,ST. JOSEPH'S MC,MID-HUDSON,126,101,25,0,0,0
10/12/2025,000694,ST. LUKE'S CORNWALL: NEWBURGH (0694),METROPOLITAN AREA REGIONAL OFFICE - NEW ROCHELLE,ORANGE,MONTEFIORE HEALTH SYSTEM,MID-HUDSON,189,119,70,18,10,8
10/12/2025,000484,ST. MARY'S HEALTHCARE (0484),CAPITAL DISTRICT REGIONAL OFFICE,MONTGOMERY,ST. MARY'S HEALTHCARE,MOHAWK VALLEY,177,51,126,7,4,3
10/12/2025,000482,ST. MARY'S: AMSTERDAM MEMORIAL (0482),CAPITAL DISTRICT REGIONAL OFFICE,MONTGOMERY,ST. MARY'S HEALTHCARE,MOHAWK VALLEY,37,21,16,0,0,0
10/12/2025,009431,ST. PETER'S ADDICTION RECOVERY (9431),CAPITAL DISTRICT REGIONAL OFFICE,ALBANY,ST. PETER'S HEALTH,CAPITAL REGION,40,20,20,0,0,0
10/12/2025,000005,ST. PETER'S HOSPITAL (0005),CAPITAL DISTRICT REGIONAL OFFICE,ALBANY,ST. PETER'S HEALTH,CAPITAL REGION,386,215,171,44,13,31
10/12/2025,001740,STATEN ISLAND UNIVERSITY: NORTH (1740),METROPOLITAN AREA REGIONAL OFFICE - NEW YORK CITY,RICHMOND,NORTHWELL HEALTH,NEW YORK CITY,528,418,110,66,50,16
10/12/2025,001737,STATEN ISLAND UNIVERSITY: SOUTH (1737),METROPOLITAN AREA REGIONAL OFFICE - NEW YORK CITY,RICHMOND,NORTHWELL HEALTH,NEW YORK CITY,126,82,44,16,10,6
10/12/2025,000891,STONY BROOK: EASTERN LONG ISLAND (0891),METROPOLITAN AREA REGIONAL OFFICE - LONG ISLAND,SUFFOLK,STONY BROOK MEDICINE,LONG ISLAND,80,51,29,4,2,2
10/12/2025,000889,STONY BROOK: SOUTHAMPTON HOSPITAL (0889),METROPOLITAN AREA REGIONAL OFFICE - LONG ISLAND,SUFFOLK,STONY BROOK MEDICINE,LONG ISLAND,92,51,41,11,3,8
10/12/2025,000245,STONY BROOK: UNIVERSITY HOSPITAL (0245),METROPOLITAN AREA REGIONAL OFFICE - LONG ISLAND,SUFFOLK,STONY BROOK MEDICINE,LONG ISLAND,623,491,132,75,43,32
10/12/2025,000413,STRONG MEMORIAL HOSPITAL (0413),WESTERN REGIONAL OFFICE - ROCHESTER,MONROE,UNIVERSITY OF ROCHESTER,FINGER LAKES,719,651,68,100,94,6
10/12/2025,000831,SUNNYVIEW HOSPITAL AND REHAB CTR. (0831),CAPITAL DISTRICT REGIONAL OFFICE,SCHENECTADY,ST. PETER'S HEALTH,CAPITAL REGION,115,92,23,0,0,0
10/12/2025,000550,SYOSSET HOSPITAL (0550),METROPOLITAN AREA REGIONAL OFFICE - LONG ISLAND,NASSAU,NORTHWELL HEALTH,LONG ISLAND,54,24,30,6,4,2
10/12/2025,000042,UHS: BINGHAMTON GENERAL HOSPITAL (0042),CENTRAL NEW YORK REGIONAL OFFICE,BROOME,UNITED HEALTH SERVICES,SOUTHERN TIER,112,101,11,4,4,0
10/12/2025,000058,UHS: WILSON MEDICAL CENTER (0058),CENTRAL NEW YORK REGIONAL OFFICE,BROOME,UNITED HEALTH SERVICES,SOUTHERN TIER,306,286,20,30,29,1
10/12/2025,000340,UNITED MEMORIAL MC: BANK ST. (0340),WESTERN REGIONAL OFFICE - BUFFALO,GENESEE,ROCHESTER REGIONAL HEALTH,FINGER LAKES,22,20,2,0,0,0
10/12/2025,000339,UNITED MEMORIAL MC: NORTH ST. (0339),WESTERN REGIONAL OFFICE - BUFFALO,GENESEE,ROCHESTER REGIONAL HEALTH,FINGER LAKES,91,40,51,10,1,9
